	genome_id	genome_name	accession	annotation	feature_type	gene_id	start	end	strand	na_length	gene	product	ec	refseq_locus_tag
1027	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00514	1334	2071	+	737		hypothetical protein		1280pt26024_00514
1029	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00515	3518	2691	-	827		hypothetical protein		1280pt26024_00515
1031	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00516	4790	3576	-	1214		putative oxidoreductase	1.-.-.-	1280pt26024_00516
1033	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00517	5098	6099	+	1001		hypothetical protein		1280pt26024_00517
1035	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00518	6133	6465	+	332		Glycine cleavage system H-like protein		1280pt26024_00518
1037	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00519	6466	7266	+	800		Protein-ADP-ribose hydrolase	3.2.1.-	1280pt26024_00519
1039	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00520	7256	8200	+	944		Protein ADP-ribosyltransferase	2.4.2.-	1280pt26024_00520
1041	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00521	8178	9200	+	1022		Lipoate--protein ligase 2	6.3.1.20	1280pt26024_00521
1043	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00522	9516	10541	+	1025		UDP-glucose 4-epimerase	5.1.3.2	1280pt26024_00522
1045	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00523	11981	10635	-	1346	ulaA	Ascorbate-specific PTS system EIIC component		1280pt26024_00523
1047	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00524	12280	11996	-	284		hypothetical protein		1280pt26024_00524
1049	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00525	12725	12282	-	443	cmtB	Mannitol-specific cryptic phosphotransferase enzyme IIA component		1280pt26024_00525
1051	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00526	14685	12730	-	1955		hypothetical protein		1280pt26024_00526
1053	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00527	14897	15316	+	419	slyA_1	Transcriptional regulator SlyA		1280pt26024_00527
1055	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00528	15423	16778	+	1355	mepA	Multidrug export protein MepA		1280pt26024_00528
1057	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00529	16884	17324	+	440		hypothetical protein		1280pt26024_00529
1059	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00530	18766	17408	-	1358	glpT	Glycerol-3-phosphate transporter		1280pt26024_00530
1061	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00531	19078	20004	+	926	mhqA_1	Putative ring-cleaving dioxygenase MhqA	1.13.11.-	1280pt26024_00531
1063	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00532	20018	21079	+	1061	luxA	Alkanal monooxygenase alpha chain	1.14.14.3	1280pt26024_00532
1065	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00533	21093	21230	+	137		hypothetical protein		1280pt26024_00533
1067	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00534	21306	21659	+	353		hypothetical protein		1280pt26024_00534
1069	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00535	22714	21719	-	995		hypothetical protein		1280pt26024_00535
1071	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00536	23074	23619	+	545	ydaF	Putative ribosomal N-acetyltransferase YdaF	2.3.1.-	1280pt26024_00536
1073	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00537	23884	24738	+	854	efeM	putative iron uptake system component EfeM		1280pt26024_00537
1075	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00538	24735	25964	+	1229	efeN	putative deferrochelatase/peroxidase EfeN	1.11.1.-	1280pt26024_00538
1077	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00539	25945	27657	+	1712		hypothetical protein		1280pt26024_00539
1079	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00540	28704	28003	-	701	tatC2	Sec-independent protein translocase protein TatCy		1280pt26024_00540
1081	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00541	28936	28721	-	215	tatAy	Sec-independent protein translocase protein TatAy		1280pt26024_00541
1083	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00542	29433	29044	-	389		hypothetical protein		1280pt26024_00542
1085	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00543	29673	29876	+	203		hypothetical protein		1280pt26024_00543
1087	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00544	29873	30586	+	713		hypothetical protein		1280pt26024_00544
1089	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00545	30611	31453	+	842	btuD_2	Vitamin B12 import ATP-binding protein BtuD	7.6.2.8	1280pt26024_00545
1091	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00546	31453	32082	+	629		hypothetical protein		1280pt26024_00546
1093	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00547	33584	32451	-	1133		hypothetical protein		1280pt26024_00547
1095	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00548	34124	35305	+	1181		putative acetyl-CoA acyltransferase	2.3.1.9	1280pt26024_00548
1097	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00549	36140	35388	-	752		Isatin hydrolase	3.5.2.20	1280pt26024_00549
1099	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00550	38411	36183	-	2228	metE	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	2.1.1.14	1280pt26024_00550
1101	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00551	40249	38408	-	1841	yitJ	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase		1280pt26024_00551
1103	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00552	41378	40218	-	1160	metC	Cystathionine beta-lyase MetC	4.4.1.13	1280pt26024_00552
1105	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00553	42478	41375	-	1103	metI	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase	2.5.1.-	1280pt26024_00553
1107	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00554	43142	43987	+	845	spo0J	Stage 0 sporulation protein J		1280pt26024_00554
1109	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00555	44141	45022	+	881	mscS	Small-conductance mechanosensitive channel		1280pt26024_00555
1111	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00556	45052	45255	+	203		hypothetical protein		1280pt26024_00556
1113	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00557	45267	46364	+	1097	ychF	Ribosome-binding ATPase YchF		1280pt26024_00557
1115	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00558	46641	46450	-	191		hypothetical protein		1280pt26024_00558
1117	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00559	46885	47181	+	296	rpsF	30S ribosomal protein S6		1280pt26024_00559
1119	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00560	47202	47705	+	503	ssbA_1	Single-stranded DNA-binding protein A		1280pt26024_00560
1121	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00561	47757	47999	+	242	rpsR	30S ribosomal protein S18		1280pt26024_00561
1123	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00562	48950	48231	-	719		hypothetical protein		1280pt26024_00562
1125	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00563	50277	49063	-	1214	xerC_1	Tyrosine recombinase XerC		1280pt26024_00563
1127	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00564	51061	50438	-	623		hypothetical protein		1280pt26024_00564
1129	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00565	51210	51374	+	164		hypothetical protein		1280pt26024_00565
1131	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00566	51375	51647	+	272		hypothetical protein		1280pt26024_00566
1133	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_9	PROKKA	CDS	1280pt26024_00567	51659	51832	+	173		hypothetical protein		1280pt26024_00567
1135	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00568	865	299	-	566	azo1	FMN-dependent NADPH-azoreductase	1.7.1.17	1280pt26024_00568
1137	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00569	1754	885	-	869	ywtE_1	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YwtE	3.1.3.104	1280pt26024_00569
1139	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00570	2371	1901	-	470	tadA_2	tRNA-specific adenosine deaminase	3.5.4.33	1280pt26024_00570
1141	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00571	2438	3055	+	617	dgk	Deoxyguanosine kinase	2.7.1.113	1280pt26024_00571
1143	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00572	3048	3710	+	662	dck	Deoxyadenosine/deoxycytidine kinase	2.7.1.74	1280pt26024_00572
1145	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00573	4509	3826	-	683	ppaX_1	Pyrophosphatase PpaX	3.6.1.1	1280pt26024_00573
1147	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00574	5836	4760	-	1076	ilvE	putative branched-chain-amino-acid aminotransferase	2.6.1.42	1280pt26024_00574
1149	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00575	7136	6171	-	965		putative epimerase/dehydratase		1280pt26024_00575
1151	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00576	8987	7350	-	1637	araB	Ribulokinase	2.7.1.16	1280pt26024_00576
1153	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00577	10023	9145	-	878	hchA	Protein/nucleic acid deglycase HchA	3.1.2.-	1280pt26024_00577
1155	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00578	11486	10299	-	1187		Putative pyridoxal phosphate-dependent acyltransferase	2.3.1.-	1280pt26024_00578
1157	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00579	11657	12832	+	1175	scmP_1	N-acetylcysteine deacetylase	3.5.1.-	1280pt26024_00579
1159	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00580	14297	13113	-	1184	tuf	Elongation factor Tu		1280pt26024_00580
1161	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00581	16595	14514	-	2081	fusA	Elongation factor G		1280pt26024_00581
1163	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00582	17188	16718	-	470	rpsG	30S ribosomal protein S7		1280pt26024_00582
1165	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00583	17667	17254	-	413	rpsL	30S ribosomal protein S12		1280pt26024_00583
1167	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00584	18019	17765	-	254	rplGB	Ribosome-associated protein L7Ae-like protein		1280pt26024_00584
1169	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00585	21779	18156	-	3623	rpoC	DNA-directed RNA polymerase subunit beta'	2.7.7.6	1280pt26024_00585
1171	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00586	25467	21916	-	3551	rpoB	DNA-directed RNA polymerase subunit beta	2.7.7.6	1280pt26024_00586
1173	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00587	26290	25682	-	608	rsmC	Ribosomal RNA small subunit methyltransferase C	2.1.1.172	1280pt26024_00587
1175	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00588	26833	26465	-	368	rplL	50S ribosomal protein L7/L12		1280pt26024_00588
1177	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00589	27376	26876	-	500	rplJ	50S ribosomal protein L10		1280pt26024_00589
1179	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00590	28340	27651	-	689	rplA	50S ribosomal protein L1		1280pt26024_00590
1181	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00591	28970	28548	-	422	rplK	50S ribosomal protein L11		1280pt26024_00591
1183	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00592	29699	29151	-	548	nusG	Transcription termination/antitermination protein NusG		1280pt26024_00592
1185	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00593	29894	29712	-	182	secE	Protein translocase subunit SecE		1280pt26024_00593
1187	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00594	30777	30208	-	569		hypothetical protein		1280pt26024_00594
1189	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00595	31382	30858	-	524	yacP	putative protein YacP		1280pt26024_00595
1191	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00596	32128	31382	-	746		Putative TrmH family tRNA/rRNA methyltransferase	2.1.1.-	1280pt26024_00596
1193	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00597	32540	32136	-	404	mrnC	Mini-ribonuclease 3	3.1.26.-	1280pt26024_00597
1195	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00598	33933	32533	-	1400	cysS	Cysteine--tRNA ligase	6.1.1.16	1280pt26024_00598
1197	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00599	34597	33917	-	680	cysE	Serine acetyltransferase	2.3.1.30	1280pt26024_00599
1199	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00600	36442	34988	-	1454	gltX	Glutamate--tRNA ligase	6.1.1.17	1280pt26024_00600
1201	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00601	38072	36999	-	1073	yacL	putative PIN and TRAM-domain containing protein YacL	3.1.-.-	1280pt26024_00601
1203	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00602	39461	38097	-	1364	radA	DNA repair protein RadA	3.6.4.-	1280pt26024_00602
1205	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00603	42401	39945	-	2456	clpC	ATP-dependent Clp protease ATP-binding subunit ClpC		1280pt26024_00603
1207	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00604	43425	42415	-	1010	mcsB	Protein-arginine kinase	2.7.14.1	1280pt26024_00604
1209	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00605	43978	43412	-	566	mcsA	Protein-arginine kinase activator protein		1280pt26024_00605
1211	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00606	44467	43997	-	470	ctsR	Transcriptional regulator CtsR		1280pt26024_00606
1213	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00607	44617	45831	+	1214	nupC_1	Nucleoside permease NupC		1280pt26024_00607
1215	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00608	46598	46038	-	560	pdxT	Pyridoxal 5'-phosphate synthase subunit PdxT	4.3.3.6	1280pt26024_00608
1217	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00609	47489	46602	-	887	pdxS	Pyridoxal 5'-phosphate synthase subunit PdxS	4.3.3.6	1280pt26024_00609
1219	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	CDS	1280pt26024_00610	47593	48975	+	1382	gabR	HTH-type transcriptional regulatory protein GabR		1280pt26024_00610
1221	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_10	PROKKA	rRNA	1280pt26024_00611	49646	49569	-	77		5S ribosomal RNA (partial)		1280pt26024_00611
1223	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00612	81	425	+	344		hypothetical protein		1280pt26024_00612
1225	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00613	703	1113	+	410		hypothetical protein		1280pt26024_00613
1227	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00614	1140	1229	+	89		hypothetical protein		1280pt26024_00614
1229	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00615	1330	1566	+	236		hypothetical protein		1280pt26024_00615
1231	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00616	1818	2237	+	419		hypothetical protein		1280pt26024_00616
1233	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00617	2255	2668	+	413		hypothetical protein		1280pt26024_00617
1235	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00618	3121	3543	+	422		hypothetical protein		1280pt26024_00618
1237	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00619	5193	3655	-	1538	abgT	p-aminobenzoyl-glutamate transport protein		1280pt26024_00619
1239	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00620	5428	6246	+	818	bacC	Dihydroanticapsin 7-dehydrogenase	1.1.1.385	1280pt26024_00620
1241	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00621	6347	7114	+	767		hypothetical protein		1280pt26024_00621
1243	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00622	7816	8637	+	821	cntK	Histidine racemase	5.1.1.24	1280pt26024_00622
1245	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00623	8648	9466	+	818	cntL	D-histidine 2-aminobutanoyltransferase	2.5.1.152	1280pt26024_00623
1247	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00624	9459	10760	+	1301	cntM	Staphylopine synthase	1.5.1.52	1280pt26024_00624
1249	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00625	10903	12501	+	1598	cntA	Metal-staphylopine-binding protein CntA		1280pt26024_00625
1251	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00626	12514	13449	+	935	cntB	Metal-staphylopine import system permease protein CntB		1280pt26024_00626
1253	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00627	13446	14315	+	869	cntC	Metal-staphylopine import system permease protein CntC		1280pt26024_00627
1255	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00628	14312	15127	+	815	cntD	Metal-staphylopine import system ATP-binding protein CntD	7.2.2.-	1280pt26024_00628
1257	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00629	15120	15869	+	749	cntF	Metal-staphylopine import system ATP-binding protein CntF	7.2.2.-	1280pt26024_00629
1259	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00630	15881	17074	+	1193	cntE	Staphylopine export protein		1280pt26024_00630
1261	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00631	18047	17298	-	749		hypothetical protein		1280pt26024_00631
1263	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00632	18243	19820	+	1577		hypothetical protein		1280pt26024_00632
1265	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00633	20443	19988	-	455	yehR	putative lipoprotein YehR		1280pt26024_00633
1267	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00634	20681	21757	+	1076	ysdC_1	Putative aminopeptidase YsdC	3.4.11.-	1280pt26024_00634
1269	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00635	22103	22765	+	662	fetA	putative iron export ATP-binding protein FetA	3.6.3.-	1280pt26024_00635
1271	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00636	22758	23534	+	776	fetB	putative iron export permease protein FetB		1280pt26024_00636
1273	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00637	23928	25115	+	1187	pbuE_1	Purine efflux pump PbuE		1280pt26024_00637
1275	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00638	26529	25177	-	1352	pnbA	Para-nitrobenzyl esterase	3.1.1.-	1280pt26024_00638
1277	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00639	28473	26836	-	1637	yveA	Aspartate-proton symporter		1280pt26024_00639
1279	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00640	28654	29253	+	599		hypothetical protein		1280pt26024_00640
1281	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00641	29923	31149	+	1226	opuCA	Carnitine transport ATP-binding protein OpuCA	7.6.2.9	1280pt26024_00641
1283	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00642	31146	31781	+	635	opuCB	Carnitine transport permease protein OpuCB		1280pt26024_00642
1285	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00643	31798	32739	+	941	opuCC	Carnitine transport binding protein OpuCC		1280pt26024_00643
1287	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00644	32739	33434	+	695	opuCD	Carnitine transport permease protein OpuCD		1280pt26024_00644
1289	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00645	33728	35128	+	1400	norB_1	Quinolone resistance protein NorB		1280pt26024_00645
1291	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00646	35354	36289	+	935	panE	2-dehydropantoate 2-reductase	1.1.1.169	1280pt26024_00646
1293	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00647	36611	37462	+	851	hldD	ADP-L-glycero-D-manno-heptose-6-epimerase	5.1.3.20	1280pt26024_00647
1295	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00648	39068	37569	-	1499	flp	Protein flp		1280pt26024_00648
1297	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00649	39300	41129	+	1829	kimA	Potassium transporter KimA		1280pt26024_00649
1299	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00650	43347	41269	-	2078	nhaK	Sodium, potassium, lithium and rubidium/H(+) antiporter		1280pt26024_00650
1301	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_11	PROKKA	CDS	1280pt26024_00651	44138	43485	-	653	cycA_2	D-serine/D-alanine/glycine transporter		1280pt26024_00651
